lineups,team,gp,offrtg,defrtg,netrtg,ast,ast_to,ast_ratio,oreb,dreb,reb,to_ratio,efg,ts,pace,pie,ast_percent,ast_to_2,oreb_percent,dreb_percent,reb_percent,efg_percent,ts_percent,lineup_index,d_green,t_harris,s_curry,j_embiid,b_simmons,m_scott,d_howard,f_korkmaz,s_milton,m_thybulle,t_bradley,t_maxey,g_hill,a_tolliver,i_joe,d_mathias,p_reed,r_tucker,m_jones,t_ferguson,g_clark,v_poirier,i_brazdeikis
".S. Curry, .J. Embiid, .F. Korkmaz, .M. Thybulle, .T. Maxey",PHI,1,0,200,-200,NA,NA,0,NA,NA,NA,0,NA,NA,114.29,-28.6,0,0,0,0,0,0,0,392,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Milton, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,1,200,0,200,NA,NA,50,NA,NA,NA,0,NA,NA,139.35,133.3,100,0,0,100,100,100,100,398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".T. Ferguson, .V. Poirier, .D. Mathias, .P. Reed, .I. Joe",PHI,1,100,100,0,NA,NA,33.3,NA,NA,NA,0,NA,NA,120,57.1,100,0,0,100,50,66.7,66.7,407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
".T. Harris, .B. Simmons, .F. Korkmaz, .M. Thybulle, .T. Maxey",PHI,1,100,150,-50,NA,NA,33.3,NA,NA,NA,0,NA,NA,119.75,28.6,100,0,0,0,0,50,50,410,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .B. Simmons, .S. Milton, .T. Maxey, .I. Joe",PHI,1,33.3,166.7,-133.3,NA,NA,0,NA,NA,NA,0,NA,NA,121.69,0,0,0,0,100,50,0,26.6,415,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .B. Simmons, .T. Bradley, .S. Milton, .M. Thybulle",PHI,1,100,0,100,NA,NA,0,NA,NA,NA,0,NA,NA,87.27,0,0,0,0,0,0,50,50,416,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .B. Simmons, .T. Bradley, .S. Milton, .T. Maxey",PHI,1,0,133.3,-133.3,NA,NA,0,NA,NA,NA,0,NA,NA,163.64,-18.2,0,0,0,100,50,0,0,417,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,1,200,0,200,NA,NA,50,NA,NA,NA,0,NA,NA,80,200,100,0,0,0,0,100,100,422,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .J. Embiid, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,1,0,166.7,-166.7,NA,NA,0,NA,NA,NA,0,NA,NA,107.46,-14.3,0,0,0,100,33.3,0,0,423,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .J. Embiid, .B. Simmons, .S. Milton, .T. Maxey",PHI,1,125,0,125,NA,NA,33.3,NA,NA,NA,0.3,NA,NA,134.4,116.7,100,2,0,100,50,83.3,83.3,426,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .M. Scott, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,2,0,100,-100,NA,NA,0,NA,NA,NA,0.3,NA,NA,171.77,0,0,0,0,100,33.3,0,0,431,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .M. Scott, .B. Simmons, .S. Milton, .M. Thybulle",PHI,3,75,120,-45,NA,NA,20,NA,NA,NA,0,NA,NA,146.44,37.5,100,0,0,0,0,50,52.1,432,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .M. Scott, .S. Curry, .S. Milton, .M. Thybulle",PHI,1,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,87.27,133.3,0,0,0,0,0,0,0,441,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .M. Scott, .S. Milton, .M. Thybulle, .T. Maxey",PHI,1,200,200,0,NA,NA,0,NA,NA,NA,0,NA,NA,87.27,50,0,0,0,0,0,0,113.6,442,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,2,100,133.3,-33.3,NA,NA,20,NA,NA,NA,0,NA,NA,133.86,33.3,100,0,0,100,33.3,50,53.2,444,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .B. Simmons, .M. Thybulle, .T. Maxey",PHI,1,0,100,-100,NA,NA,0,NA,NA,NA,0.5,NA,NA,96,100,0,0,0,0,0,0,0,445,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .B. Simmons, .T. Bradley, .M. Thybulle",PHI,1,200,0,200,NA,NA,25,NA,NA,NA,0,NA,NA,106.67,122.2,50,0,100,100,100,66.7,66.7,446,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .F. Korkmaz, .T. Bradley, .S. Milton",PHI,1,133.3,0,133.3,NA,NA,20,NA,NA,NA,0,NA,NA,125.22,122.2,50,0,50,100,66.7,50,50,448,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .S. Milton, .T. Maxey",PHI,1,100,150,-50,NA,NA,33.3,NA,NA,NA,0,NA,NA,130.91,50,100,0,0,100,100,100,100,458,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .T. Maxey, .I. Joe",PHI,1,133.3,0,133.3,NA,NA,33.3,NA,NA,NA,0.3,NA,NA,100,220,100,2,100,50,60,66.7,66.7,459,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Bradley, .S. Milton, .M. Thybulle, .I. Joe",PHI,1,0,300,-300,NA,NA,0,NA,NA,NA,0,NA,NA,137.14,-42.9,0,0,50,0,50,0,0,461,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .S. Curry, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,11,116.7,110.4,6.3,44.4,1.6,12.9,33.3,73.9,56.1,0.1,61.4,65.9,101.89,54.2,NA,NA,NA,NA,NA,NA,NA,451,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,12,139.2,69.4,69.8,42.3,2.2,16.2,30,92.6,66,0.1,66.7,70,109.22,79.9,NA,NA,NA,NA,NA,NA,NA,108,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
