lineups,team,gp,offrtg,defrtg,netrtg,ast,ast_to,ast_ratio,oreb,dreb,reb,to_ratio,efg,ts,pace,pie,ast_percent,ast_to_2,oreb_percent,dreb_percent,reb_percent,efg_percent,ts_percent,lineup_index,d_green,t_harris,s_curry,j_embiid,b_simmons,m_scott,d_howard,f_korkmaz,s_milton,m_thybulle,t_bradley,t_maxey,g_hill,a_tolliver,i_joe,d_mathias,p_reed,r_tucker,m_jones,t_ferguson,g_clark,v_poirier,i_brazdeikis
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .M. Scott, .S. Curry, .B. Simmons",PHI,10,110.1,108.3,1.8,64.6,2.3,19.9,19.3,75.5,46.4,0.1,55.9,57.7,102.07,48.3,NA,NA,NA,NA,NA,NA,NA,96,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .M. Scott, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,16,101.4,100,1.4,58,1.62,16.4,27.7,74.3,51,0.1,53.1,55.5,106.34,50.1,NA,NA,NA,NA,NA,NA,NA,231,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
