lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,s_curry,d_green,k_bazemore,a_wiggins,k_looney,k_oubre_jr,j_wiseman,j_toscano_anderson,b_wanamaker,d_lee,e_paschall,m_mulder,j_poole,n_mannion,g_payton_ii,a_smailagic,m_chriss,j_bell
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder",GSW,5,75.6,115.4,-39.8,70,0.88,13.7,14.3,66.7,38.5,0.2,43.3,47.5,107.36,27.4,323,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".G. Payton II, .M. Mulder, .A. Smailagic, .J. Poole, .N. Mannion",GSW,3,107.1,105.1,2,58.8,1.43,17.5,25,61.1,42.1,0.2,54.2,57.6,114.02,55.8,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .D. Lee, .M. Mulder",GSW,4,135,100,35,60,2,21.1,33.3,71.4,55.6,0.2,70,71.7,110.03,69,344,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".S. Curry, .D. Green, .K. Bazemore, .J. Toscano-Anderson, .J. Poole",GSW,7,107.7,133.3,-25.6,77.8,2.8,25,18.8,68.4,45.7,0.1,58.8,59.5,110.12,44.2,345,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .A. Wiggins, .D. Lee, .E. Paschall, .J. Wiseman",GSW,4,71.1,97.5,-26.4,45.5,0.5,10.9,16.7,86.7,48.5,0.3,41.1,44.7,117.74,22.9,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .A. Wiggins, .D. Lee, .E. Paschall, .J. Wiseman",GSW,4,71.1,97.5,-26.4,45.5,0.5,10.9,16.7,86.7,48.5,0.3,41.1,44.7,117.74,22.9,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .A. Wiggins, .D. Lee, .E. Paschall, .J. Wiseman",GSW,4,71.1,97.5,-26.4,45.5,0.5,10.9,16.7,86.7,48.5,0.3,41.1,44.7,117.74,22.9,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .A. Wiggins, .D. Lee, .E. Paschall, .J. Wiseman",GSW,4,71.1,97.5,-26.4,45.5,0.5,10.9,16.7,86.7,48.5,0.3,41.1,44.7,117.74,22.9,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .A. Wiggins, .D. Lee, .E. Paschall, .J. Wiseman",GSW,4,71.1,97.5,-26.4,45.5,0.5,10.9,16.7,86.7,48.5,0.3,41.1,44.7,117.74,22.9,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
