lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,d_green,g_robinson_iii,d_russell,w_cauley_stein,d_lee,a_burks,e_paschall,m_chriss,o_spellman,k_bowman,j_poole,a_wiggins,m_mulder,j_toscano_anderson,j_evans,d_bender,c_randle,s_curry,k_looney,a_smailagic,j_pargo,z_norvell_jr
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .G. Robinson III, .W. Cauley-Stein, .D. Lee, .E. Paschall",GSW,2,107.7,116,-8.3,45.5,5,14.7,28.6,77.8,47.8,0,46,50.7,104.17,47.8,151,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Bender, .D. Lee, .M. Mulder, .E. Paschall, .J. Poole",GSW,4,84.6,115.4,-30.8,80,2,22.9,10,71.4,45.8,0.2,55,55,104.87,47.4,281,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .M. Chriss, .D. Lee, .K. Bowman",GSW,1,60,104.2,-44.2,75,1,10,11.8,84.6,43.3,0.1,25,32.5,101.53,9.6,299,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Russell, .M. Chriss, .D. Lee, .O. Spellman, .J. Poole",GSW,4,76,100,-24,50,1,12.9,20,70,40,0.2,39.1,40.5,103.67,28.2,398,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".G. Robinson III, .O. Spellman, .K. Bowman, .E. Paschall, .J. Poole",GSW,5,116.7,130.4,-13.8,33.3,0.75,9.7,30.8,45.5,37.5,0.2,50,56.1,93.18,25.8,447,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Burks, .D. Russell, .M. Chriss, .D. Lee, .E. Paschall",GSW,4,100,140,-40,60,1,16.7,44.4,70,57.9,0.2,57.9,62.6,112,39.2,89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
