lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,t_harris,t_burke,n_pelle,j_richardson,f_korkmaz,m_thybulle,b_simmons,j_ennis_iii,j_embiid,r_neto,z_smith,s_milton,g_robinson_iii,m_scott,k_o_quinn,j_bolden,m_shayok,a_horford,a_burks
".T. Harris, .T. Burke, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,3,125,66.7,58.3,100,2,28.6,50,100,75,0.3,62.5,62.5,96.64,57.1,480,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,3,125,66.7,58.3,100,2,28.6,50,100,75,0.3,62.5,62.5,96.64,57.1,480,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .N. Pelle, .F. Korkmaz, .M. Thybulle",PHI,1,0,0,0,0,0,0,0,100,50,0,0,0,135,80,479,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .N. Pelle, .B. Simmons, .M. Thybulle",PHI,1,42.9,133.3,-90.5,100,0.33,11.1,50,100,66.7,0.4,33.3,38.7,102.3,-26.7,478,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .N. Pelle, .B. Simmons, .M. Thybulle",PHI,1,42.9,133.3,-90.5,100,0.33,11.1,50,100,66.7,0.4,33.3,38.7,102.3,-26.7,478,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .N. Pelle, .B. Simmons, .M. Thybulle",PHI,1,42.9,133.3,-90.5,100,0.33,11.1,50,100,66.7,0.4,33.3,38.7,102.3,-26.7,478,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .J. Richardson",PHI,2,50,123.1,-73.1,66.7,0.67,11.8,37.5,50,42.9,0.3,27.3,27.3,95.24,-3.2,477,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .B. Simmons",PHI,1,66.7,50,16.7,100,0,25,0,50,25,0,33.3,33.3,84,80,476,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .N. Pelle, .B. Simmons",PHI,1,66.7,50,16.7,100,0,25,0,50,25,0,33.3,33.3,84,80,476,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .M. Thybulle",PHI,1,180,125,55,50,1,14.3,100,100,100,0.2,83.3,94.5,79.02,100,475,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .M. Thybulle",PHI,1,180,125,55,50,1,14.3,100,100,100,0.2,83.3,94.5,79.02,100,475,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .M. Thybulle",PHI,1,180,125,55,50,1,14.3,100,100,100,0.2,83.3,94.5,79.02,100,475,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .J. Richardson",PHI,2,100,40,60,40,1,15.4,25,100,62.5,0.2,62.5,59.2,112.5,122.2,474,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .J. Richardson",PHI,2,100,40,60,40,1,15.4,25,100,62.5,0.2,62.5,59.2,112.5,122.2,474,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .J. Richardson",PHI,2,100,40,60,40,1,15.4,25,100,62.5,0.2,62.5,59.2,112.5,122.2,474,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .J. Richardson",PHI,2,100,40,60,40,1,15.4,25,100,62.5,0.2,62.5,59.2,112.5,122.2,474,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .F. Korkmaz",PHI,1,75,150,-75,100,0,16.7,33.3,33.3,33.3,0,25,30.7,103.78,20,473,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .F. Korkmaz",PHI,1,75,150,-75,100,0,16.7,33.3,33.3,33.3,0,25,30.7,103.78,20,473,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .B. Simmons",PHI,3,100,0,100,0,0,0,50,66.7,60,0.2,33.3,52.5,95.79,-41.7,472,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Ennis III, .J. Embiid, .B. Simmons",PHI,3,100,0,100,0,0,0,50,66.7,60,0.2,33.3,52.5,95.79,-41.7,472,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,1,66.7,83.3,-16.7,100,1,22.2,50,100,80,0.3,50,50,96,76.9,471,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,1,66.7,83.3,-16.7,100,1,22.2,50,100,80,0.3,50,50,96,76.9,471,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,1,66.7,83.3,-16.7,100,1,22.2,50,100,80,0.3,50,50,96,76.9,471,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .J. Richardson, .B. Simmons",PHI,3,113.6,114.3,-0.6,63.6,1.75,22.6,22.2,90.9,60,0.2,62.5,62.5,90.03,53.2,470,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .F. Korkmaz, .M. Thybulle",PHI,1,140,116.7,23.3,100,0,30,50,100,60,0,50,50,89.49,58.6,469,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .F. Korkmaz, .M. Thybulle",PHI,1,140,116.7,23.3,100,0,30,50,100,60,0,50,50,89.49,58.6,469,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .F. Korkmaz, .M. Thybulle",PHI,1,140,116.7,23.3,100,0,30,50,100,60,0,50,50,89.49,58.6,469,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,2,133.3,85.7,47.6,50,1,11.1,66.7,66.7,66.7,0.2,40,59.2,168.04,90,468,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .T. Burke, .J. Embiid, .B. Simmons, .M. Thybulle",PHI,2,133.3,85.7,47.6,50,1,11.1,66.7,66.7,66.7,0.2,40,59.2,168.04,90,468,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .M. Thybulle",PHI,2,120,100,20,33.3,2,16.7,0,55.6,45.5,0.1,75,75,85.67,63,467,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,2,55.6,50,5.6,50,0.5,9.1,16.7,100,54.5,0.2,31.3,31.3,115.47,33.3,466,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,2,55.6,50,5.6,50,0.5,9.1,16.7,100,54.5,0.2,31.3,31.3,115.47,33.3,466,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,2,55.6,50,5.6,50,0.5,9.1,16.7,100,54.5,0.2,31.3,31.3,115.47,33.3,466,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .N. Pelle, .J. Richardson, .F. Korkmaz",PHI,2,55.6,50,5.6,50,0.5,9.1,16.7,100,54.5,0.2,31.3,31.3,115.47,33.3,466,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Richardson, .B. Simmons, .F. Korkmaz",PHI,1,100,300,-200,100,1,33.3,0,0,0,0.5,100,100,102.86,20,465,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .Z. Smith, .M. Thybulle",PHI,1,160,116.7,43.3,100,3,30,66.7,100,80,0.2,70,68,86.09,77.8,464,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .Z. Smith, .M. Thybulle",PHI,1,160,116.7,43.3,100,3,30,66.7,100,80,0.2,70,68,86.09,77.8,464,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .Z. Smith, .M. Thybulle",PHI,1,160,116.7,43.3,100,3,30,66.7,100,80,0.2,70,68,86.09,77.8,464,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .M. Thybulle",PHI,4,73.3,41.7,31.7,75,3,13.6,50,100,66.7,0.1,34.6,38.4,93.24,433.3,463,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".T. Harris, .R. Neto, .J. Embiid, .J. Richardson, .F. Korkmaz",PHI,6,121.6,111.4,10.2,60,4.5,17.6,29.4,65,48.6,0.1,50,59.7,92,64.2,462,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
